ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
500
ITEM: BOX BOUNDS pp pp pp
0 8
0 8
0 8
ITEM: ATOMS id type x y z 
268 2 0.926147 0.654556 0.429971 
79 1 1.15469 0.829889 2.27316 
38 1 0.835255 1.53371 1.19525 
417 2 1.74429 2.05726 0.237974 
93 1 1.47978 1.91245 1.90529 
294 2 2.06624 0.82415 0.922976 
92 1 2.43764 2.14081 2.08089 
95 1 0.486951 1.53962 2.18909 
48 1 2.15396 1.12093 1.82817 
11 1 0.357037 0.642394 1.63745 
414 2 2.61253 1.7349 1.06563 
219 1 0.668019 2.60532 1.84097 
457 2 1.84767 2.60821 1.13327 
307 2 2.37981 0.0395116 1.58788 
446 2 1.30882 0.184297 1.38321 
358 2 1.93677 0.193304 0.0719077 
470 2 2.63084 0.77571 0.122776 
51 1 2.3655 0.59086 2.63452 
150 1 0.875082 2.58722 0.632345 
8 1 0.770165 1.6746 0.138871 
474 2 3.13303 0.682423 1.09705 
315 2 3.47812 1.6015 0.450664 
473 2 4.11044 2.40465 0.693308 
409 2 3.47087 1.59962 1.62842 
17 1 4.75767 1.61952 1.25842 
352 2 3.32186 2.6061 1.36915 
107 1 4.51216 0.110555 1.94539 
465 2 4.31956 2.36404 1.70344 
230 1 3.2706 0.504523 2.09572 
298 2 4.90463 1.77761 0.268263 
179 1 4.05163 0.654551 1.06878 
154 1 4.20211 1.17017 2.04492 
69 1 3.59709 0.00423642 0.343207 
13 1 5.10514 0.781897 0.638039 
292 2 5.14744 2.66528 1.02764 
337 2 5.15498 1.52669 2.54911 
180 1 3.44675 2.52912 2.40823 
163 1 5.40957 0.739756 1.84661 
449 2 7.40968 0.12355 2.23799 
256 2 7.86528 2.06092 0.410616 
27 1 6.07344 0.348733 0.680334 
476 2 6.57425 2.07324 1.31667 
273 2 6.26106 1.20687 2.21411 
453 2 5.82275 1.27631 1.12506 
161 1 7.87161 1.80825 1.46964 
471 2 5.58842 2.05297 1.71074 
356 2 7.23308 0.993559 1.55018 
37 1 7.36341 1.38764 2.46696 
388 2 5.97575 2.15 0.488275 
110 1 7.9807 0.913652 0.57872 
383 2 6.71111 1.41612 0.481015 
290 2 5.79664 1.24671 0.000809135 
490 2 6.45495 0.293503 1.69938 
59 1 7.06481 0.248486 0.694713 
58 1 7.74648 2.41365 2.36135 
251 2 6.01824 2.08174 2.65007 
311 2 6.8965 2.44288 0.299484 
400 2 2.63793 2.68805 0.274533 
270 2 0.746731 4.48201 1.45677 
278 2 0.880904 3.56669 0.896809 
312 2 1.51078 4.42931 0.398483 
24 1 1.63541 2.91936 2.17299 
481 2 1.67081 3.86738 1.54616 
35 1 1.45844 4.66811 2.11625 
113 1 0.551659 3.6279 1.88446 
274 2 1.70514 3.40361 0.283131 
382 2 1.7288 5.01145 1.29999 
304 2 2.5104 3.29181 1.53648 
157 1 2.51907 3.53908 2.64043 
448 2 0.425682 5.1681 2.17837 
206 1 0.651356 4.95152 0.317028 
326 2 2.54705 4.38934 1.77793 
178 1 2.35445 3.94412 0.719647 
54 1 2.71678 4.96072 0.6417 
355 2 5.03055 2.82365 0.0496165 
415 2 4.23816 3.32113 1.14962 
55 1 3.47714 4.07604 1.49889 
123 1 3.61941 4.4122 0.507009 
146 1 3.60707 5.06436 1.30362 
6 1 4.71824 4.84636 0.859681 
285 2 3.27344 3.48586 0.677001 
115 1 4.85075 5.17372 1.83859 
386 2 4.22763 3.64086 0.160199 
376 2 5.1155 3.76054 0.892186 
258 2 3.94448 3.40971 2.09268 
14 1 4.55975 4.18687 1.65664 
334 2 4.98655 3.30613 1.90941 
76 1 4.0135 4.65307 2.40434 
426 2 5.09278 2.68775 2.62624 
136 1 3.05309 5.18834 2.3259 
345 2 6.79075 2.92118 1.8916 
265 2 7.96963 3.15913 0.37897 
335 2 7.75815 2.85391 1.40216 
463 2 7.90483 3.91521 1.09686 
85 1 7.54514 4.3813 1.85271 
199 1 7.57933 3.44756 2.36616 
116 1 6.83269 4.31577 0.983517 
240 1 5.89612 5.14041 2.04884 
308 2 7.00039 3.24032 0.900676 
80 1 5.72587 4.45052 1.29151 
137 1 6.52939 3.98251 2.12142 
346 2 5.972 3.19804 0.249257 
495 2 6.00077 3.29045 1.28956 
487 2 5.48208 4.69508 0.258912 
229 1 5.50675 4.07137 2.27548 
226 1 5.93421 2.92114 2.22821 
381 2 7.94911 4.24345 0.0841771 
70 1 7.90234 4.95538 1.07596 
454 2 6.50279 5.07443 0.507064 
437 2 6.90689 4.92231 2.35532 
293 2 2.64698 5.58087 1.43501 
480 2 0.451526 7.73537 1.17701 
391 2 2.19495 5.61514 2.49016 
280 2 1.25987 5.92438 2.38779 
106 1 0.95146 5.50977 1.18963 
375 2 0.63639 7.81763 2.23666 
341 2 1.71835 7.24896 1.59224 
325 2 1.82937 6.19309 1.50882 
461 2 1.23323 6.41401 0.641888 
190 1 2.10271 6.78359 0.544524 
253 2 1.95239 5.68817 0.506332 
184 1 0.0945761 6.78924 0.816308 
262 2 1.40586 7.49128 0.653827 
266 2 0.837095 6.49676 1.61549 
193 1 2.03141 6.70855 2.45085 
182 1 1.62286 7.77196 2.43058 
171 1 0.225347 5.88339 0.417234 
348 2 0.137393 6.0811 2.64408 
350 2 3.58439 5.47628 0.469141 
237 1 4.17503 5.67684 2.43335 
309 2 2.93299 6.24539 2.33997 
125 1 4.62561 7.9083 0.104673 
31 1 3.57204 6.11526 1.53932 
362 2 2.69424 7.68212 0.577447 
275 2 2.74426 6.92762 1.42165 
497 2 4.50549 6.52881 1.7657 
119 1 3.84613 6.7687 0.839045 
49 1 4.52054 5.91264 0.963591 
316 2 4.67117 6.70373 0.210935 
305 2 3.61115 6.96744 2.14185 
214 1 3.0194 6.23468 0.603949 
466 2 4.69148 7.28804 2.52976 
371 2 3.45709 7.74405 1.44166 
464 2 4.65809 7.61504 1.13991 
109 1 5.2739 6.72323 1.1155 
318 2 2.78854 7.53798 2.66587 
147 1 5.2399 6.01007 2.45266 
485 2 7.88696 5.96118 1.64512 
202 1 7.99026 7.63152 0.159484 
250 1 5.52664 7.8161 1.46781 
30 1 5.57536 5.55133 1.02431 
87 1 6.88148 5.42795 1.46826 
320 2 7.83476 7.12344 2.10146 
203 1 5.41608 7.46382 0.462777 
188 1 6.29425 7.07281 0.947363 
103 1 7.10488 6.80207 0.283396 
82 1 7.28032 7.5682 1.3425 
