ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
500
ITEM: BOX BOUNDS pp pp pp
0 8
0 8
0 8
ITEM: ATOMS id type x y z 
294 2 2.52103 1.59299 0.329609 
95 1 1.80013 2.00061 1.11953 
48 1 2.13039 0.830708 2.05232 
295 2 1.4233 1.49984 1.93256 
8 1 1.14415 0.64745 1.86682 
37 1 0.499934 1.52052 2.14505 
362 2 1.95417 0.88224 1.19466 
108 1 0.321083 1.52267 1.09166 
114 1 0.914287 0.800348 0.866744 
363 2 0.993199 2.07827 0.568642 
200 1 2.66531 2.52027 1.67654 
480 2 0.189432 0.183925 1.3141 
29 1 2.1232 2.00943 2.5067 
34 1 1.52572 1.4902 0.193762 
423 2 0.607354 1.17171 0.0411787 
323 2 2.39189 0.528948 0.377277 
468 2 0.0515271 1.93337 0.187446 
421 2 0.263142 2.46791 1.47155 
470 2 2.92869 1.55265 2.13605 
414 2 3.18634 0.573381 2.23105 
321 2 4.03412 1.47421 0.666085 
373 2 4.69141 2.225 1.60353 
179 1 4.54454 1.51943 2.35244 
401 2 4.96869 1.25678 1.11722 
263 2 3.13509 2.08133 1.03881 
214 1 2.96962 0.831787 1.18554 
275 2 3.86136 1.32009 1.63337 
125 1 4.41114 0.383238 0.646596 
55 1 3.71545 2.1516 2.15316 
322 2 5.03923 0.593394 2.03167 
107 1 4.03273 0.346111 2.66622 
237 1 4.11087 0.240382 1.59308 
379 2 3.34343 0.86504 0.265111 
71 1 5.05361 2.02478 0.660446 
353 2 4.87967 1.12323 0.068173 
315 2 3.98349 2.55743 0.288171 
38 1 7.44536 2.18662 1.9303 
62 1 7.82172 0.742465 0.672218 
352 2 5.42953 2.33278 2.5515 
473 2 5.6994 2.54226 1.40621 
409 2 5.53208 1.46659 1.99428 
273 2 7.74307 0.884824 2.14168 
161 1 7.25101 1.69859 1.12543 
356 2 6.21995 1.74299 0.878445 
292 2 7.04738 1.97987 0.246126 
324 2 5.97427 0.537804 1.67733 
202 1 7.09572 0.226584 1.50948 
250 1 5.64855 0.736707 0.809921 
383 2 6.67869 0.911556 0.291835 
52 1 6.34762 0.00162547 0.71432 
469 2 5.86204 0.732059 2.60861 
256 2 6.77808 0.63904 2.29169 
63 1 6.52986 1.79826 2.11213 
163 1 5.76021 1.29142 0.0207429 
276 2 1.56125 2.95869 0.798957 
411 2 2.53135 2.92496 0.501326 
24 1 1.60062 2.72203 1.80185 
457 2 2.18113 3.88704 0.444842 
